Player Name,Mat,Inn,NO,Runs,HS,Ave,Balls,SR,100,50,0,4s,6s
JM Muirhead (AUS),5,2,1,4,3,4,1.2,50,0,0,0,0,0
AK Perera (SL),1,1,0,4,4,4,1.2,50,0,0,0,0,0
RJ Peterson (SA),1,1,1,4,4,0,0.4,100,0,0,0,0,0
NJ Reardon (AUS),2,1,0,4,4,4,1.2,50,0,0,0,0,0
Umar Gul (PAK),5,2,0,4,4,2,1.3,44.44,0,0,1,0,0
PJ Cummins (AUS),3,2,1,3,3,3,1.1,42.85,0,0,0,0,0
GB Hogg (AUS),3,1,0,3,3,3,0.3,100,0,0,0,0,0
AT Rayudu (INDIA),1,1,1,3,3,0,0.5,60,0,0,0,0,0
B Regmi (NEPAL),4,2,1,3,3,3,1.3,33.33,0,0,0,0,0
SPD Smith (AUS),1,1,0,3,3,3,1.0,50,0,0,0,0,0
LV van Beek (NL),7,3,0,3,1,1,2.0,25,0,0,0,0,0
Zulfiqar Babar (PAK),3,1,1,3,3,0,0.4,75,0,0,0,0,0
KJ Abbott (SA),4,1,1,2,2,0,0.2,100,0,0,0,0,0
R Ashwin (INDIA),7,1,1,2,2,0,0.3,66.66,0,0,0,0,0
A Bhattarai (NEPAL),1,1,0,2,2,2,0.3,66.66,0,0,0,0,0
AM Guruge (UAE),2,2,2,2,1,0,0.2,100,0,0,0,0,0
AF Milne (NZ),3,1,1,2,2,0,0.3,66.66,0,0,0,0,0
Mirwais Ashraf (AFG),1,1,1,2,2,0,0.2,100,0,0,0,0,0
TJ Murtagh (IRE),4,1,1,2,2,0,0.2,100,0,0,0,0,0
Najeeb Amar (HKG),1,1,0,2,2,2,1.3,22.22,0,0,0,0,0
TG Southee (NZ),5,2,1,2,2,2,0.3,66.66,0,0,0,0,0
CR Woakes (ENG),2,2,1,2,2,2,0.2,100,0,0,1,0,0
Ahsan Malik (NL),7,2,1,1,1,1,0.3,33.33,0,0,1,0,0
Al-Amin Hossain (BDESH),8,2,1,1,1,1,0.5,20,0,0,0,0,0
DE Bollinger (AUS),7,2,2,1,1,0,0.1,100,0,0,0,0,0
CJ Boyce (AUS),4,1,1,1,1,0,0.1,100,0,0,0,0,0
Dawlat Zadran (AFG),3,2,1,1,1,1,1.0,16.66,0,0,0,0,0
HMRKB Herath (SL),3,1,1,1,1,0,0.1,100,0,0,0,0,0
R McLaren (SA),2,1,0,1,1,1,0.4,25,0,0,0,0,0
RP Magar (NEPAL),1,1,0,1,1,1,1.1,14.28,0,0,0,0,0
Mohammad Irfan (PAK),2,1,1,1,1,0,0.3,33.33,0,0,0,0,0
SD Parry (ENG),3,1,0,1,1,1,0.1,100,0,0,0,0,0
Saeed Ajmal (PAK),4,1,0,1,1,1,0.3,33.33,0,0,0,0,0
Shapoor Zadran (AFG),3,1,0,1,1,1,1.5,9.09,0,0,0,0,0
LL Tsotsobe (SA),5,1,1,1,1,0,0.2,50,0,0,0,0,0
BJ Watling (NZ),2,1,0,1,1,1,0.2,50,0,0,0,0,0
Abdur Razzak (BDESH),6,1,0,0,0,0,0.1,0,0,0,1,0,0
Aftab Alam (AFG),1,1,1,0,0,0,0.1,0,0,0,0,0,0
Ahmed Raza (UAE),2,1,0,0,0,0,0.4,0,0,0,1,0,0
Bilawal Bhatti (PAK),2,1,1,0,0,0,0.0,0,0,0,0,0,0
DR Briggs (ENG),1,1,1,0,0,0,0.0,0,0,0,0,0,0
DG Brownlie (NZ),1,1,0,0,0,0,0.2,0,0,0,1,0,0
NM Coulter-Nile (AUS),7,1,0,0,0,0,0.3,0,0,0,1,0,0
B Kumar (INDIA),6,1,1,0,0,0,0.1,0,0,0,0,0,0
MJ McClenaghan (NZ),6,1,1,0,0,0,0.0,0,0,0,0,0,0
SL Malinga (SL),9,1,0,0,0,0,0.1,0,0,0,1,0,0
Mohammad Mithun (BDESH),2,1,0,0,0,0,0.1,0,0,0,1,0,0
M Morkel (SA),2,1,1,0,0,0,0.0,0,0,0,0,0,0
Rubel Hossain (BDESH),4,2,1,0,0,0,0.3,0,0,0,1,0,0
K Santokie (WI),10,1,1,0,0,0,0.0,0,0,0,0,0,0
KD Shah (HKG),1,1,0,0,0,0,1.4,0,0,0,1,0,0
IS Sodhi (NZ),2,1,1,0,0,0,0.0,0,0,0,0,0,0
Umar Amin (PAK),1,1,0,0,0,0,0.3,0,0,0,1,0,0
DL Vettori (NZ),1,1,0,0,0,0,0.3,0,0,0,1,0,0
Ahmed Shehzad (PAK),12,12,1,347,98,31.54,47.4,121.32,0,2,1,34,12
Mohammad Hafeez (PAK),12,12,3,323,86,35.88,40.3,132.92,0,3,2,27,11
MDKJ Perera (SL),9,9,0,301,84,33.44,39.1,128.08,0,3,0,26,12
CO Obuya (KENYA),12,12,4,293,75,36.62,45.2,107.72,0,2,2,18,8
MW Machan (SCOT),6,6,2,276,67,69,35.0,131.42,0,3,0,29,4
RR Patel (KENYA),12,12,2,267,52,26.7,35.0,127.14,0,1,1,12,16
AJ Finch (AUS),6,6,0,262,156,43.66,22.3,194.07,1,1,0,27,15
Mohammad Shahzad (AFG),9,9,0,258,55,28.66,28.5,149.13,0,1,0,34,9
AD Hales (ENG),7,7,2,247,94,49.4,26.5,153.41,0,2,0,29,8
F du Plessis (SA),8,8,2,234,85,39,35.5,108.83,0,2,0,17,8
Umar Akmal (PAK),10,10,2,230,64,28.75,29.0,132.18,0,1,1,17,8
TM Dilshan (SL),7,7,2,219,74,43.8,31.5,114.65,0,2,0,26,3
MR Swart (NL),5,5,1,212,89,53,26.5,131.67,0,1,0,15,8
Shahid Afridi (PAK),12,10,5,199,46,39.8,23.1,143.16,0,0,0,15,9
JP Duminy (SA),6,5,2,190,51,63.33,25.1,125.82,0,2,0,13,5
MJ Lumb (ENG),7,7,1,188,53,31.33,21.1,148.03,0,1,0,16,11
Q de Kock (SA),7,7,1,187,48,31.16,27.1,114.72,0,0,0,28,2
KC Sangakkara (SL),5,5,3,183,59,91.5,24.4,123.64,0,1,0,19,2
H Masakadza (ZIM),6,6,1,182,59,36.4,27.2,110.97,0,2,0,17,3
BB McCullum (NZ),5,4,0,178,74,44.5,18.3,160.36,0,2,0,18,7
W Barresi (NL),6,6,3,176,75,58.66,21.3,136.43,0,2,2,16,2
CS MacLeod (SCOT),8,8,1,151,56,21.57,28.1,89.34,0,1,1,7,4
HD Rutherford (NZ),7,6,0,151,62,25.16,17.2,145.19,0,1,0,12,9
DA Warner (AUS),4,4,1,151,90,50.33,19.1,131.3,0,2,0,11,6
MJ Guptill (NZ),3,3,0,150,59,50,19.4,127.11,0,1,0,9,5
AA Obanda (KENYA),9,9,0,145,47,16.11,21.1,114.17,0,0,1,22,3
KA Pollard (WI),5,4,2,143,49,71.5,14.3,164.36,0,0,0,11,8
HM Amla (SA),4,4,0,140,48,35,18.2,127.27,0,0,0,16,2
RD Berrington (SCOT),8,8,0,140,38,17.5,24.4,94.59,0,0,2,16,2
R Gunasekera (CAN),4,4,0,136,65,34,18.4,121.42,0,1,0,17,2
DJ Bravo (WI),5,5,1,135,38,33.75,24.3,91.83,0,0,0,8,3
AD Mathews (SL),9,6,2,134,50,33.5,18.0,124.07,0,1,0,11,2
Mushfiqur Rahim (BDESH),4,4,0,134,50,33.5,14.0,159.52,0,1,0,13,4
Samiullah Shinwari (AFG),9,9,3,133,39,22.16,18.2,120.9,0,0,0,8,5
JC Buttler (ENG),7,5,1,130,54,32.5,12.2,175.67,0,1,1,13,7
LJ Wright (ENG),7,6,1,128,52,25.6,12.3,170.66,0,1,1,13,6
C Munro (NZ),7,6,2,126,73,31.5,14.4,143.18,0,1,0,6,8
MN Waller (ZIM),6,6,2,126,49,31.5,14.5,141.57,0,0,0,11,5
NLTC Perera (SL),9,7,6,125,35,125,11.4,178.57,0,0,1,10,7
Mohammad Nabi (AFG),9,8,0,122,46,15.25,16.5,120.79,0,0,0,9,7
A Bagai (CAN),2,2,1,115,67,115,16.5,113.86,0,1,0,12,0
SE Marsh (AUS),5,5,1,115,47,28.75,18.3,103.6,0,0,0,4,5
DA Miller (SA),8,6,2,115,36,28.75,14.4,130.68,0,0,0,4,5
Nawroz Mangal (AFG),9,9,0,115,36,12.77,17.0,112.74,0,0,1,8,7
LMP Simmons (WI),4,4,1,113,63,37.66,18.1,103.66,0,1,0,2,9
RG Aga (KENYA),11,9,1,111,52,13.87,13.3,137.03,0,1,0,10,3
DPMD Jayawardene (SL),5,5,1,111,61,27.75,13.2,138.75,0,1,0,14,2
Shakib Al Hasan (BDESH),2,2,0,105,65,52.5,11.2,154.41,0,1,0,14,3
Asghar Afghan (AFG),5,4,0,104,43,26,20.2,85.24,0,0,0,6,5
V Sibanda (ZIM),6,6,0,104,32,17.33,19.2,89.65,0,0,1,12,1
Sharjeel Khan (PAK),3,3,0,102,50,34,12.0,141.66,0,1,0,10,4
DT Johnston (IRE),2,2,1,101,62,101,9.2,180.35,0,1,0,8,6
NN Odhiambo (KENYA),11,10,2,101,41,12.62,12.4,132.89,0,0,2,11,4
Nasir Jamshed (PAK),7,7,0,100,23,14.28,17.1,97.08,0,0,0,14,2
Sohaib Maqsood (PAK),9,7,1,100,37,16.66,12.3,133.33,0,0,0,7,4
GJ Bailey (AUS),6,6,0,95,45,15.83,12.2,128.37,0,0,1,7,2
J Charles (WI),5,5,0,94,57,18.8,11.2,138.23,0,1,1,15,1
Najibullah Zadran (AFG),5,4,0,94,38,23.5,14.4,106.81,0,0,0,5,3
BRM Taylor (ZIM),6,6,1,94,40,18.8,12.5,122.07,0,0,1,12,1
PR Stirling (IRE),2,2,0,92,76,46,9.1,167.27,0,1,0,12,4
JE Root (ENG),3,2,2,91,90,-,8.2,182,0,1,0,13,1
AP Devcich (NZ),2,2,0,89,59,44.5,9.0,164.81,0,1,0,14,2
MA Ouma (KENYA),11,11,1,89,19,8.9,18.0,82.4,0,0,1,10,1
EJG Morgan (ENG),6,5,0,86,46,17.2,12.0,119.44,0,0,1,6,5
AB de Villiers (SA),7,6,1,85,36,17,11.1,126.86,0,0,0,10,2
SO Tikolo (KENYA),4,4,0,85,40,21.25,9.0,157.4,0,0,1,15,2
Gulbadin Naib (AFG),6,5,0,84,43,16.8,11.1,125.37,0,0,0,4,6
LRPL Taylor (NZ),6,5,1,83,32,20.75,11.2,122.05,0,0,0,6,2
SJ Myburgh (NL),5,5,0,80,41,16,12.4,105.26,0,0,2,8,2
Karim Sadiq (AFG),8,8,0,77,34,9.62,13.2,96.25,0,0,1,10,1
Yuvraj Singh (INDIA),1,1,1,77,77,-,5.5,220,0,1,0,8,5
RS Bopara (ENG),4,3,2,76,45,76,8.1,155.1,0,0,0,6,2
Umar Amin (PAK),9,5,0,76,47,15.2,11.3,110.14,0,0,1,12,0
AC Voges (AUS),3,2,1,76,51,76,10.2,122.58,0,1,0,2,2
RML Taylor (SCOT),4,4,2,71,41,35.5,7.4,154.34,0,0,0,5,4
HDRL Thirimanne (SL),7,5,1,71,23,17.75,10.5,109.23,0,0,0,4,1
DJG Sammy (WI),5,4,0,70,30,17.5,6.1,189.18,0,0,0,5,6
Mahmudullah (BDESH),4,4,0,68,34,17,8.1,138.77,0,0,0,3,4
LD Chandimal (SL),9,7,0,65,22,9.28,14.0,77.38,0,0,0,7,0
H Patel (CAN),3,3,0,64,40,21.33,10.5,98.46,0,0,1,7,0
MA Leask (SCOT),3,3,0,63,58,21,9.1,114.54,0,1,0,2,5
GJ Maxwell (AUS),5,4,1,63,27,21,5.5,180,0,0,0,4,5
Nasir Hossain (BDESH),4,4,0,63,28,15.75,8.0,131.25,0,0,1,8,0
BMAJ Mendis (SL),4,3,0,62,37,20.66,7.0,147.61,0,0,1,5,3
Mirwais Ashraf (AFG),7,7,3,61,28,15.25,10.0,101.66,0,0,1,4,2
KJ Coetzer (SCOT),6,6,0,59,16,9.83,11.0,89.39,0,0,0,6,1
Noor Ali Zadran (AFG),2,2,0,59,50,29.5,10.0,98.33,0,1,0,4,1
Shamsur Rahman (BDESH),4,4,0,59,53,14.75,9.0,109.25,0,1,1,8,1
PW Borren (NL),4,3,1,56,38,28,5.1,180.64,0,0,0,3,4
SC Williams (ZIM),4,4,0,56,25,14,8.2,112,0,0,0,5,1
DI Allan (KENYA),5,5,0,55,18,11,13.1,69.62,0,0,0,3,0
Usman Limbada (CAN),4,3,2,53,21,53,6.5,129.26,0,0,0,6,0
KJ O'Brien (IRE),2,2,0,51,31,25.5,5.5,145.71,0,0,0,4,2
SR Watson (AUS),3,3,0,50,37,16.66,4.3,185.18,0,0,0,6,2
CR Ervine (ZIM),2,2,0,49,34,24.5,9.1,89.09,0,0,0,6,0
IA Karim (KENYA),7,7,0,47,15,6.71,13.4,57.31,0,0,2,2,1
Sohail Tanvir (PAK),10,5,1,47,41,11.75,6.1,127.02,0,0,2,6,1
JM Bairstow (ENG),3,2,0,46,38,23,5.1,148.38,0,0,0,5,2
MM Iqbal (SCOT),4,3,0,46,31,15.33,7.3,102.22,0,0,0,4,1
PL Mommsen (SCOT),4,4,2,46,24,23,8.3,90.19,0,0,0,2,0
SO Ngoche (KENYA),11,7,3,46,38,11.5,8.5,86.79,0,0,0,2,2
Sikandar Raza (ZIM),2,2,0,45,31,22.5,7.2,102.27,0,0,0,1,2
ES Szwarczynski (NL),4,3,1,45,24,22.5,8.3,88.23,0,0,0,4,0
Tamim Iqbal (BDESH),2,2,0,45,43,22.5,5.2,140.62,0,0,0,6,1
Mominul Haque (BDESH),3,3,1,44,26,22,5.1,141.93,0,0,0,3,2
Mohammad Ashraful (BDESH),1,1,0,43,43,43,4.3,159.25,0,0,0,4,2
Sohag Gazi (BDESH),4,4,2,43,24,21.5,5.3,130.3,0,0,0,3,1
TWM Latham (NZ),4,2,0,42,22,21,6.5,102.43,0,0,0,2,1
E Chigumbura (ZIM),2,2,1,41,35,41,4.0,170.83,0,0,0,3,2
BN Cooper (NL),4,3,0,41,40,13.66,5.2,128.12,0,0,1,5,0
NM Coulter-Nile (AUS),3,3,2,41,16,41,4.4,146.42,0,0,0,1,4
T Mishra (KENYA),6,6,0,40,19,6.66,8.4,76.92,0,0,1,2,0
NM Odhiambo (KENYA),5,3,0,39,26,13,11.1,58.2,0,0,1,3,1
AS Hansra (CAN),4,4,2,37,22,18.5,4.5,127.58,0,0,0,2,1
TLW Cooper (NL),2,2,0,35,25,17.5,3.2,175,0,0,0,5,1
D Murphy (SCOT),4,4,3,35,20,35,5.5,100,0,0,0,1,0
NJ Maddinson (AUS),1,1,0,34,34,34,2.4,212.5,0,0,0,6,1
L Ronchi (NZ),2,2,1,34,34,34,4.3,125.92,0,0,1,3,1
Shoaib Malik (PAK),3,3,0,34,15,11.33,7.4,73.91,0,0,0,2,0
HA Varaiya (KENYA),11,6,5,34,18,34,8.2,68,0,0,0,1,0
DM Bravo (WI),2,2,0,32,32,16,5.1,103.22,0,0,1,3,0
S Dhawan (INDIA),1,1,0,32,32,32,3.1,168.42,0,0,0,5,0
WTS Porterfield (IRE),2,2,0,32,27,16,4.2,123.07,0,0,0,5,1
MJG Rippon (NL),6,3,1,32,17,16,5.5,91.42,0,0,0,0,1
DLS van Bunge (NL),4,3,2,30,19,30,4.4,107.14,0,0,0,1,2
JEC Franklin (NZ),5,4,1,29,15,9.66,4.0,120.83,0,0,1,4,1
V Kohli (INDIA),1,1,0,29,29,29,3.4,131.81,0,0,0,2,1
NL McCullum (NZ),7,5,2,29,26,9.66,3.5,126.08,0,0,1,3,0
SP Narine (WI),5,3,1,29,28,14.5,2.5,170.58,0,0,1,3,1
JP Faulkner (AUS),5,4,2,27,10,13.5,3.1,142.1,0,0,0,1,1
BJ Haddin (AUS),2,2,0,27,22,13.5,2.2,192.85,0,0,0,2,2
NJ O'Brien (IRE),1,1,0,27,27,27,4.0,112.5,0,0,0,3,0
Saeed Ajmal (PAK),9,5,2,27,20,9,4.3,100,0,0,2,1,1
Hamza Tariq (CAN),3,2,0,26,22,13,3.5,113.04,0,0,0,0,2
JF Mooney (IRE),2,2,1,26,14,26,2.1,200,0,0,0,4,0
MN Samuels (WI),2,2,0,26,25,13,4.2,100,0,0,0,4,1
GC Wilson (IRE),2,2,0,26,24,13,3.3,123.8,0,0,0,0,0
MS Dhoni (INDIA),1,1,1,24,24,-,3.3,114.28,0,0,0,2,0
NR Kumar (CAN),2,2,0,24,19,12,3.4,109.09,0,0,0,3,0
Raza-ur-Rehman (CAN),4,3,0,24,10,8,4.1,96,0,0,0,3,0
Zulfiqar Babar (PAK),4,2,2,24,13,-,3.5,104.34,0,0,0,2,1
AD Russell (WI),3,2,1,23,23,23,2.0,191.66,0,0,1,3,0
CD Wallace (SCOT),1,1,0,23,23,23,3.3,109.52,0,0,0,2,0
RK Kleinveldt (SA),1,1,0,22,22,22,1.1,314.28,0,0,0,1,3
JC Tredwell (ENG),5,2,1,22,22,22,1.5,200,0,0,0,3,1
CJ Chibhabha (ZIM),2,2,0,21,13,10.5,4.0,87.5,0,0,0,3,0
S Prasanna (SL),1,1,0,21,21,21,1.2,262.5,0,0,0,2,2
TN de Grooth (NL),2,2,0,20,19,10,4.1,80,0,0,0,2,0
RM Hira (NZ),3,1,1,20,20,-,1.5,181.81,0,0,0,2,1
E Otieno (KENYA),9,4,1,20,8,6.66,6.1,54.05,0,0,0,0,1
Mudassar Bukhari (NL),6,4,0,19,10,4.75,4.5,65.51,0,0,0,1,0
GD Elliott (NZ),2,2,0,19,15,9.5,3.0,105.55,0,0,0,0,1
SK Raina (INDIA),1,1,0,19,19,19,2.1,146.15,0,0,0,2,1
P Utseya (ZIM),6,3,1,19,11,9.5,4.1,76,0,0,0,2,0
MS Wade (AUS),4,2,1,19,15,19,1.5,172.72,0,0,0,2,1
CJ Anderson (NZ),3,1,0,18,18,18,1.0,300,0,0,0,1,2
MH Cross (SCOT),4,3,0,18,10,6,4.2,69.23,0,0,0,1,0
H Davids (SA),6,6,0,18,7,3,5.2,56.25,0,0,2,1,0
Naeem Islam (BDESH),1,1,0,18,18,18,1.4,180,0,0,0,3,1
CD Barnwell (WI),2,2,0,17,10,8.5,2.3,113.33,0,0,0,2,0
TL Best (WI),4,1,1,17,17,-,1.3,188.88,0,0,0,0,2
Hamid Hassan (AFG),6,4,4,17,6,-,2.2,121.42,0,0,0,1,0
Shafiqullah (AFG),2,2,0,17,9,8.5,4.0,70.83,0,0,0,0,1
TGJ Gruijters (NL),4,2,1,16,11,16,3.2,80,0,0,0,1,0
WD Parnell (SA),7,3,2,16,10,16,2.0,133.33,0,0,0,1,0
BJ Rohrer (AUS),1,1,0,16,16,16,2.2,114.28,0,0,0,0,1
CT Mutombodzi (ZIM),3,3,1,15,12,7.5,2.3,100,0,0,0,1,0
Abdur Razzak (BDESH),4,4,2,14,6,7,3.1,73.68,0,0,1,0,0
CH Gayle (WI),3,3,0,14,8,4.66,2.4,87.5,0,0,0,1,1
Rizwan Cheema (CAN),4,4,0,14,9,3.5,3.2,70,0,0,2,3,0
Shapoor Zadran (AFG),7,3,1,14,13,7,4.0,58.33,0,0,1,0,2
RJ Peterson (SA),1,1,0,13,13,13,2.2,92.85,0,0,0,1,0
MC Henriques (AUS),1,1,0,12,12,12,2.0,100,0,0,0,1,0
G Goudie (SCOT),6,3,1,11,9,5.5,1.1,157.14,0,0,0,0,1
Hammad Azam (PAK),2,2,0,11,10,5.5,2.5,64.7,0,0,0,0,0
Jahurul Islam (BDESH),1,1,0,11,11,11,1.3,122.22,0,0,0,2,0
Abdul Razzaq (PAK),2,2,0,10,10,5,2.5,58.82,0,0,1,1,0
Anwar Ali (PAK),3,1,1,10,10,-,1.1,142.85,0,0,0,1,0
Bilawal Bhatti (PAK),5,2,0,10,10,5,1.3,111.11,0,0,1,1,0
KMDN Kulasekara (SL),7,1,0,10,10,10,1.3,111.11,0,0,0,0,1
T Maruma (ZIM),2,2,0,10,10,5,2.3,66.66,0,0,1,1,0
TM Odoyo (KENYA),3,3,0,10,7,3.33,2.5,58.82,0,0,1,0,1
D Wiese (SA),4,2,2,10,7,-,1.4,100,0,0,0,0,0
Afsar Zazai (AFG),1,1,0,9,9,9,3.3,42.85,0,0,0,0,0
SCJ Broad (ENG),5,3,1,9,4,4.5,1.2,112.5,0,0,0,2,0
FRJ Coleman (SCOT),1,1,0,9,9,9,2.1,69.23,0,0,0,1,0
SW Masakadza (ZIM),3,2,1,9,9,9,2.1,69.23,0,0,0,0,0
BA Stokes (ENG),2,1,1,9,9,-,0.5,180,0,0,0,0,1
Dawlat Zadran (AFG),3,2,0,8,8,4,0.5,160,0,0,1,0,1
M Morkel (SA),5,1,1,8,8,-,0.5,160,0,0,0,2,0
SR Patel (ENG),2,2,0,8,6,4,1.4,80,0,0,0,1,0
RG Sharma (INDIA),1,1,0,8,8,8,1.2,100,0,0,0,0,1
Ziaur Rahman (BDESH),2,2,0,8,6,4,1.3,88.88,0,0,0,0,1
Abdur Rehman (PAK),1,1,1,7,7,-,2.0,58.33,0,0,0,0,0
Mashrafe Mortaza (BDESH),1,1,1,7,7,-,1.1,100,0,0,0,1,0
NT Broom (NZ),1,1,0,6,6,6,1.0,100,0,0,0,0,0
N Deonarine (WI),1,1,1,6,6,-,0.3,200,0,0,0,1,0
AM Ellis (NZ),2,2,1,6,4,6,1.0,100,0,0,0,0,0
MJ McClenaghan (NZ),7,1,1,6,6,-,1.1,85.71,0,0,0,1,0
CJ McKay (AUS),2,1,1,6,6,-,1.2,75,0,0,0,0,0
MC Sorensen (IRE),2,1,1,6,6,-,1.0,100,0,0,0,1,0
Al-Amin Hossain (BDESH),1,1,1,5,5,-,0.3,166.66,0,0,0,1,0
Amir Hamza (AFG),8,3,2,5,3,5,1.1,71.42,0,0,1,0,0
ST Finn (ENG),5,1,1,5,5,-,1.0,83.33,0,0,0,0,0
Junaid Siddiqui (CAN),4,2,0,5,5,2.5,1.2,62.5,0,0,1,0,0
EMDY Munaweera (SL),1,1,0,5,5,5,0.5,100,0,0,0,1,0
N M'shangwe (ZIM),3,2,1,5,5,5,0.4,125,0,0,1,1,0
TA Boult (NZ),3,1,0,4,4,4,1.0,66.66,0,0,0,0,0
NM Carter (SCOT),7,2,0,4,3,2,2.0,33.33,0,0,0,0,0
H Osinde (CAN),2,1,0,4,4,4,1.0,66.66,0,0,0,0,0
Ahsan Malik (NL),6,1,1,3,3,-,0.5,60,0,0,0,0,0
Fawad Ahmed (AUS),2,1,1,3,3,-,0.5,60,0,0,0,0,0
MG Johnson (AUS),2,1,1,3,3,-,0.5,60,0,0,0,0,0
SM Sharif (SCOT),5,3,2,3,3,3,0.5,60,0,0,1,0,0
PA van Meekeren (NL),4,1,0,3,3,3,1.0,50,0,0,0,0,0
KJ Abbott (SA),1,1,0,2,2,2,0.2,100,0,0,0,0,0
JOA Gordon (CAN),2,1,1,2,2,-,0.4,50,0,0,0,0,0
Mohammad Irfan (PAK),5,1,1,2,2,-,0.4,50,0,0,0,0,0
RJ Nicol (NZ),1,1,0,2,2,2,0.2,100,0,0,0,0,0
PM Seelaar (NL),4,1,0,2,2,2,1.4,20,0,0,0,0,0
JNK Shannon (IRE),1,1,0,2,2,2,0.3,66.66,0,0,0,0,0
Usman Shinwari (PAK),2,1,1,2,2,-,0.3,66.66,0,0,0,0,0
S Badree (WI),4,1,1,1,1,-,0.1,100,0,0,0,0,0
IG Butler (NZ),4,1,1,1,1,-,0.1,100,0,0,0,0,0
AR Cusack (IRE),2,1,1,1,1,-,0.1,100,0,0,0,0,0
AS Dean (CAN),1,1,0,1,1,1,0.1,100,0,0,0,0,0
Haris Sohail (PAK),1,1,0,1,1,1,0.4,25,0,0,0,0,0
Hashmatullah Shahidi (AFG),1,1,1,1,1,-,0.1,100,0,0,0,0,0
Kamran Akmal (PAK),1,1,0,1,1,1,0.3,33.33,0,0,0,0,0
T Panyangara (ZIM),3,1,1,1,1,-,0.3,33.33,0,0,0,0,0
SMSM Senanayake (SL),6,2,1,1,1,1,0.5,20,0,0,1,0,0
DW Steyn (SA),4,1,0,1,1,1,0.3,33.33,0,0,0,0,0
Umar Gul (PAK),1,1,0,1,1,1,0.4,25,0,0,0,0,0
BV Vitori (ZIM),4,1,1,1,1,-,0.3,33.33,0,0,0,0,0
I Wardlaw (SCOT),4,1,0,1,1,1,0.3,33.33,0,0,0,0,0
MS Aulakh (CAN),2,1,0,0,0,0,0.2,0,0,0,1,0,0
HS Baidwan (CAN),2,1,0,0,0,0,0.2,0,0,0,1,0,0
F Behardien (SA),1,1,0,0,0,0,0.1,0,0,0,1,0,0
BCJ Cutting (AUS),2,1,0,0,0,0,0.1,0,0,0,1,0,0
JW Dernbach (ENG),7,1,0,0,0,0,0.1,0,0,0,1,0,0
RM Haq (SCOT),8,2,1,0,0,0,0.1,0,0,0,1,0,0
KM Jarvis (ZIM),1,1,1,0,0,-,0.0,0,0,0,0,0,0
Junaid Khan (PAK),5,1,1,0,0,-,0.0,0,0,0,0,0,0
SL Malinga (SL),8,1,0,0,0,0,0.2,0,0,0,1,0,0
BAW Mendis (SL),7,1,1,0,0,-,0.0,0,0,0,0,0,0
CH Morris (SA),1,1,0,0,0,0,0.1,0,0,0,1,0,0
JL Ontong (SA),1,1,0,0,0,0,0.1,0,0,0,1,0,0
D Ramdin (WI),2,1,0,0,0,0,0.1,0,0,0,1,0,0
LL Tsotsobe (SA),7,1,1,0,0,-,0.1,0,0,0,0,0,0
MJ Guptill (NZ),13,13,3,472,101,47.2,60.1,130.74,1,2,0,45,21
V Kohli (INDIA),14,13,1,471,78,39.25,59.1,132.67,0,4,0,57,7
BB McCullum (NZ),15,15,0,459,123,30.6,56.2,135.79,1,1,1,46,17
SR Watson (AUS),11,11,1,406,72,40.6,47.0,143.97,0,4,1,28,28
Mohammad Hafeez (PAK),16,16,0,398,61,24.87,59.5,110.86,0,2,3,42,9
CH Gayle (WI),11,10,2,368,85,46,42.2,144.88,0,5,0,30,25
AD Hales (ENG),10,10,1,343,99,38.11,41.4,137.2,0,3,1,32,10
PR Stirling (IRE),13,13,3,338,79,33.8,41.4,135.2,0,3,2,45,7
DA Warner (AUS),13,13,1,334,63,27.83,41.5,133.06,0,3,1,28,18
Tamim Iqbal (BDESH),9,9,2,327,88,46.71,45.4,119.34,0,3,2,33,5
MN Samuels (WI),12,10,2,325,85,40.62,37.5,143.17,0,4,0,18,24
RJ Nicol (NZ),17,16,0,315,58,19.68,46.2,113.3,0,2,1,32,11
G Gambhir (INDIA),14,14,2,311,56,25.91,47.1,109.89,0,1,1,35,2
DPMD Jayawardene (SL),9,9,1,271,65,33.87,38.3,117.31,0,1,0,34,5
MS Dhoni (INDIA),14,12,7,268,48,53.6,35.3,125.82,0,0,0,24,6
MEK Hussey (AUS),11,10,4,264,59,44,37.3,117.33,0,2,0,18,8
Nasir Jamshed (PAK),11,11,1,263,56,26.3,36.1,121.19,0,2,1,20,10
EC Joyce (IRE),11,9,2,261,78,37.28,45.4,95.25,0,1,0,22,3
DJ Bravo (WI),10,9,3,260,54,43.33,32.3,133.33,0,1,0,11,14
SK Raina (INDIA),14,11,4,257,45,36.71,33.4,127.22,0,0,0,26,4
LJ Wright (ENG),9,9,1,252,99,31.5,27.4,151.8,0,2,1,18,14
J Charles (WI),11,10,0,251,84,25.1,35.4,117.28,0,1,1,35,6
JEC Franklin (NZ),15,13,3,244,60,24.4,29.4,137.07,0,2,1,14,14
EJG Morgan (ENG),14,14,4,243,71,24.3,33.3,120.89,0,1,0,16,9
GC Wilson (IRE),12,10,2,238,41,29.75,40.1,98.75,0,0,1,21,4
JP Duminy (SA),10,8,2,237,48,39.5,34.4,113.94,0,0,0,16,5
RE Levi (SA),13,13,2,236,117,21.45,27.5,141.31,1,1,3,20,15
KA Pollard (WI),12,11,3,236,63,29.5,23.2,168.57,0,2,0,16,17
