Player,Mat,Inn,Overs,Mdns,Runs,Wkts,Ave,Econ,4w,5w,SR
RJG Palmer (JER),2,2,4,0,27,1,27,6.75,0,0,24
NLTC Perera (SL),4,2,7,0,87,1,87,12.42,0,0,42
JE Pitcher (BMUDA),3,3,7,0,50,1,50,7.14,0,0,42
S Pokhriyal (CZK-R),5,1,2,0,23,1,23,11.5,0,0,12
Qasim Zia (BHR),3,3,9,0,68,1,68,7.55,0,0,54
Raag Kapur (HKG),4,3,7,0,49,1,49,7,0,0,42
Ravinder Singh (MLT),2,2,6,0,72,1,72,12,0,0,36
J Reb (Serb),2,1,3,0,40,1,40,13.33,0,0,18
JB Reva (PNG),3,2,4,0,27,1,27,6.75,0,0,24
GA Reynold (Blz),3,3,8,1,49,1,49,6.12,0,0,48
Riazat Ali Shah (UGA),4,3,7.4,0,58,1,58,7.56,0,0,46
R Rivas (Chile),3,1,4,0,45,1,45,11.25,0,0,24
Saber Zakhil (Belg),3,3,9,0,69,1,69,7.66,0,0,54
S Saeed (Mald),5,5,11,0,95,1,95,8.63,0,0,66
I Sawmy (DEN),2,1,3,0,12,1,12,4,0,0,18
Shahzad Muhammad (Mex),2,1,3,0,29,1,29,9.66,0,0,18
Shaikh Ashraf (Peru),4,2,4,0,34,1,34,8.5,0,0,24
MD Shanaka (SL),9,1,1,0,10,1,10,10,0,0,6
ZK Shem (VAN),5,3,6,0,72,1,72,12,0,0,36
DJM Short (AUS),2,2,5,0,39,1,39,7.8,0,0,30
BA Simango (Moz),2,1,3,0,21,1,21,7,0,0,18
T Singye (BHU),2,2,6,0,65,1,65,10.83,0,0,36
J Singye (BHU),2,2,8,0,69,1,69,8.62,0,0,48
PR Stirling (IRE),20,5,8,0,89,1,89,11.12,0,0,48
Suhrid Roy (MLT),1,1,4,0,44,1,44,11,0,0,24
CR Suryawanshi (SGP),3,1,2,0,13,1,13,6.5,0,0,12
Tafseer Ali (NOR),5,3,4,0,37,1,37,9.25,0,0,24
Taijul Islam (BDESH),2,2,7,0,58,1,58,8.28,0,0,42
RN ten Doeschate (NL),12,1,1,0,4,1,4,4,0,0,6
JJ Tucker (BMUDA),5,4,7,0,62,1,62,8.85,0,0,42
C Vorster (GUE),1,1,3,0,32,1,32,10.66,0,0,18
Walid Ghauri (NOR),4,2,3.5,0,31,1,31,8.08,0,0,23
Washeem Abbas (MLT),2,2,8,0,70,1,70,8.75,0,0,48
T Whiteman (LUX),4,2,3.4,0,38,1,38,10.36,0,0,22
Yusuf Ebrahim (PNM),3,3,7,1,44,1,44,6.28,0,0,42
Zawar Farid (UAE),4,2,4.1,0,35,1,35,8.4,0,0,25
Zohaib Sarwar (PORT),4,4,7,0,51,1,51,7.28,0,0,42
AJ Tye (AUS),19,18,68.3,1,587,31,18.93,8.56,1,0,13.2
Shadab Khan (PAK),19,19,73.4,0,488,28,17.42,6.62,0,0,15.7
B Stanlake (AUS),16,16,59,2,460,25,18.4,7.79,1,0,14.1
Rashid Khan (AFG/ICC),8,8,30,0,191,22,8.68,6.36,2,0,8.1
Kuldeep Yadav (INDIA),9,9,34.3,1,206,21,9.8,5.97,1,1,9.8
Mustafizur Rahman (BDESH),13,13,45.1,3,445,21,21.19,9.85,0,0,12.9
YS Chahal (INDIA),13,13,52,0,411,18,22.83,7.9,0,0,17.3
KMA Paul (WI),13,13,48.4,0,394,17,23.17,8.09,0,1,17.1
Faheem Ashraf (PAK),19,18,51.1,1,361,15,24.06,7.05,0,0,20.4
Hasan Ali (PAK),15,15,47,1,391,15,26.06,8.31,0,0,18.8
Shakib Al Hasan (BDESH),11,11,40,0,266,15,17.73,6.65,0,1,16
Mohammad Amir (PAK),9,9,33,0,217,14,15.5,6.57,0,0,14.1
Rubel Hossain (BDESH),11,11,41.1,0,370,13,28.46,8.98,0,0,19
B Kumar (INDIA),11,11,40.4,0,266,12,22.16,6.54,0,1,20.3
AU Rashid (ENG),9,9,36,0,246,12,20.5,6.83,0,0,18
TG Southee (NZ),12,11,39,0,307,12,25.58,7.87,0,0,19.5
TA Boult (NZ),8,8,29.5,0,278,11,25.27,9.31,0,0,16.2
CJ Dala (SA),5,5,19,1,157,11,14.27,8.26,0,0,10.3
Shaheen Shah Afridi (PAK),7,7,26,0,203,11,18.45,7.8,0,0,14.1
HH Pandya (INDIA),8,8,30,0,243,10,24.3,8.1,1,0,18
IS Sodhi (NZ),13,12,45,0,374,10,37.4,8.31,0,0,27
JD Unadkat (INDIA),6,6,21.4,0,214,10,21.4,9.87,0,0,13
KOK Williams (WI),7,7,23.4,0,240,10,24,10.14,1,0,14.2
AC Agar (AUS),13,13,41,1,286,9,31.77,6.97,0,0,27.3
CR Brathwaite (WI),12,12,39,1,346,9,38.44,8.87,0,0,26
PKD Chase (IRE),6,6,22,0,194,9,21.55,8.81,1,0,14.6
CJ Jordan (ENG),9,9,34.4,0,308,9,34.22,8.88,0,0,23.1
Mahmudullah (BDESH),16,10,17.4,0,129,9,14.33,7.3,0,0,11.7
GJ Maxwell (AUS),19,8,17,0,129,9,14.33,7.58,0,0,11.3
Mujeeb Ur Rahman (AFG),7,7,27,0,137,9,15.22,5.07,0,0,18
B Muzarabani (ZIM),6,6,24,0,220,9,24.44,9.16,0,0,16
Washington Sundar (INDIA),6,6,24,0,147,9,16.33,6.12,0,0,16
JJ Bumrah (INDIA),8,8,31,1,216,8,27,6.96,0,0,23.2
SS Cottrell (WI),4,4,14,1,118,8,14.75,8.42,1,0,10.5
AC Evans (SCOT),5,5,18,0,157,8,19.62,8.72,0,0,13.5
Imad Wasim (PAK),6,6,24,1,140,8,17.5,5.83,0,0,18
Mohammad Nabi (AFG),7,7,22,0,138,8,17.25,6.27,0,0,16.5
Mohammad Nawaz (3) (PAK),9,9,30,1,193,8,24.12,6.43,0,0,22.5
Nazmul Islam (BDESH),13,12,38.3,2,265,8,33.12,6.88,0,0,28.8
KW Richardson (AUS),6,6,24,0,217,8,27.12,9.04,0,0,18
Simi Singh (IRE),8,8,24.5,0,199,8,24.87,8.01,0,0,18.6
MP Stoinis (AUS),15,13,33.2,0,286,8,35.75,8.58,0,0,25
SN Thakur (INDIA),7,7,27.3,0,242,8,30.25,8.8,1,0,20.6
DJ Willey (ENG),8,8,28.3,0,243,8,30.37,8.52,0,0,21.3
UT Yadav (INDIA),5,5,18,0,160,8,20,8.88,0,0,13.5
NM Coulter-Nile (AUS),7,6,19,1,168,7,24,8.84,0,0,16.2
A Dananjaya (SL),7,7,27,1,196,7,28,7.25,0,0,23.1
C de Grandhomme (NZ),11,10,29.5,0,265,7,37.85,8.88,0,0,25.5
GH Dockrell (IRE),8,8,29,0,205,7,29.28,7.06,0,0,24.8
KM Jarvis (ZIM),5,5,15.4,0,121,7,17.28,7.72,0,0,13.4
JA Richardson (AUS),5,5,20,0,149,7,21.28,7.45,0,0,17.1
MJ Santner (NZ),9,8,23.4,0,195,7,27.85,8.23,0,0,20.2
Usman Shinwari (PAK),7,7,23,0,152,7,21.71,6.6,0,0,19.7
KK Ahmed (INDIA),6,6,23,1,199,6,33.16,8.65,0,0,23
FA Allen (WI),6,6,19,0,134,6,22.33,7.05,0,0,19
BJ McCarthy (IRE),4,4,16,0,157,6,26.16,9.81,0,0,16
BMAJ Mendis (SL),6,6,17,0,133,6,22.16,7.82,0,0,17
KH Pandya (INDIA),6,6,24,0,195,6,32.5,8.12,1,0,24
AL Phehlukwayo (SA),7,6,16.2,0,118,6,19.66,7.22,0,0,16.3
T Shamsi (SA),7,7,24,1,210,6,35,8.75,0,0,24
A Zampa (AUS),8,7,27,1,165,6,27.5,6.11,0,0,27
MD Gunathilaka (SL),6,5,10.4,0,81,5,16.2,7.59,0,0,12.8
Imran Tahir (SA),1,1,4,0,23,5,4.6,5.75,0,1,4.8
MA Leask (SCOT),6,6,17,0,138,5,27.6,8.11,0,0,20.4
Mohammad Hafeez (PAK),8,6,10.5,0,56,5,11.2,5.16,0,0,13
CH Morris (SA),4,4,14,1,136,5,27.2,9.71,0,0,16.8
L Ngidi (SA),4,4,12,0,84,5,16.8,7,0,0,14.4
AR Nurse (WI),6,6,16,0,129,5,25.8,8.06,0,0,19.2
PM Seelaar (NL),5,4,16,0,120,5,24,7.5,0,0,19.2
O Thomas (WI),6,6,23,1,223,5,44.6,9.69,0,0,27.6
I Udana (SL),5,5,13.3,0,116,5,23.2,8.59,0,0,16.2
Abu Jayed (BDESH),3,3,11,0,106,4,26.5,9.63,0,0,16.5
Aftab Alam (AFG),5,5,18,0,125,4,31.25,6.94,0,0,27
MA Aponso (SL),3,3,10,0,79,4,19.75,7.9,0,0,15
RD Berrington (SCOT),6,5,9,0,66,4,16.5,7.33,0,0,13.5
TL Chatara (ZIM),2,2,7,0,43,4,10.75,6.14,0,0,10.5
JL Denly (ENG),1,1,4,0,19,4,4.75,4.75,1,0,6
RR Emrit (WI),4,4,16,0,156,4,39,9.75,0,0,24
N Pradeep (SL),4,4,10.3,0,115,4,28.75,10.95,0,0,15.7
Hamza Tahir (SCOT),3,3,12,0,126,4,31.5,10.5,0,0,18
Hussain Talat (PAK),11,5,5,0,40,4,10,8,0,0,7.5
AF Milne (NZ),2,2,6.4,0,53,4,13.25,7.95,0,0,10
CB Mpofu (ZIM),4,4,14.5,0,139,4,34.75,9.37,0,0,22.2
KJ O'Brien (IRE),8,4,9,0,101,4,25.25,11.22,0,0,13.5
LE Plunkett (ENG),6,6,20.4,0,192,4,48,9.29,0,0,31
SHA Rance (NZ),4,3,12,0,95,4,23.75,7.91,0,0,18
Rumman Raees (PAK),3,3,11,0,92,4,23,8.36,0,0,16.5
AD Russell (WI),4,4,14,0,121,4,30.25,8.64,0,0,21
PADLR Sandakan (SL),2,2,8,1,58,4,14.5,7.25,0,0,12
Shapoor Zadran (AFG),2,2,8,0,82,4,20.5,10.25,0,0,12
SM Sharif (SCOT),5,5,18,0,163,4,40.75,9.05,0,0,27
S Snater (NL),4,3,10,0,99,4,24.75,9.9,0,0,15
Soumya Sarkar (BDESH),15,7,12.3,0,124,4,31,9.92,0,0,18.7
Abu Hider (BDESH),8,8,25,0,228,3,76,9.12,0,0,50
S Badree (WI),9,9,29,1,243,3,81,8.37,0,0,58
PVD Chameera (SL),3,3,11,0,110,3,36.66,10,0,0,22
DM de Silva (SL),2,2,6,0,44,3,14.66,7.33,0,0,12
Karim Janat (AFG),3,3,12,0,111,3,37,9.25,0,0,24
S Kaul (INDIA),2,2,6,0,39,3,13,6.5,0,0,12
FJ Klaassen (NL),5,4,16,0,151,3,50.33,9.43,0,0,32
JB Little (IRE),2,2,8,0,68,3,22.66,8.5,0,0,16
C Munro (NZ),12,7,11.4,0,108,3,36,9.25,0,0,23.3
V Shankar (INDIA),5,5,17,0,153,3,51,9,0,0,34
Shoaib Malik (ICC/PAK),16,3,6,0,56,3,18.66,9.33,0,0,12
MRJ Watt (SCOT),5,5,18,0,141,3,47,7.83,0,0,36
SG Whittingham (SCOT),3,3,10,0,79,3,26.33,7.9,0,0,20
MA Wood (ENG),2,2,7.3,0,77,3,25.66,10.26,0,0,15
Abul Hasan (BDESH),1,1,3,0,40,2,20,13.33,0,0,9
Amir Hayat (UAE),1,1,4,0,26,2,13,6.5,0,0,12
JT Ball (ENG),2,2,7,0,83,2,41.5,11.85,0,0,21
W Barresi (NL),3,2,4.4,0,38,2,19,8.14,0,0,14
TS Chisoro (ZIM),5,5,18,0,143,2,71.5,7.94,0,0,54
AG Cremer (ZIM),2,2,6,0,38,2,19,6.33,0,0,18
JP Duminy (SA),5,3,6,0,37,2,18.5,6.16,0,0,18
Fareed Ahmad (AFG),2,2,7,0,48,2,24,6.85,0,0,21
R Frylinck (SA),1,1,4,0,20,2,10,5,0,0,12
TE Kane (IRE),1,1,4,0,50,2,25,12.5,0,0,12
AK Kitchen (NZ),4,2,5,0,36,2,18,7.2,0,0,15
DSK Madushanka (SL),2,2,5.1,0,62,2,31,12,0,0,15.5
SL Malinga (SL),1,1,4,0,30,2,15,7.5,0,0,12
MR Marsh (AUS),2,2,2,0,11,2,5.5,5.5,0,0,6
WP Masakadza (ZIM),2,2,8,0,62,2,31,7.75,0,0,24
B Mavuta (ZIM),3,3,12,0,81,2,40.5,6.75,0,0,36
Mehidy Hasan Miraz (BDESH),10,10,26,0,238,2,119,9.15,0,0,78
Mohammad Saifuddin (BDESH),5,5,15,0,170,2,85,11.33,0,0,45
Mosaddek Hossain (BDESH),2,2,4,0,24,2,12,6,0,0,12
D Paterson (SA),3,3,12,0,121,2,60.5,10.08,0,0,36
NLTC Perera (ICC/SL),9,8,20.4,0,209,2,104.5,10.11,0,0,62
K Pierre (WI),3,3,10,0,78,2,39,7.8,0,0,30
K Rabada (SA),2,2,6,0,45,2,22.5,7.5,0,0,18
WB Rankin (IRE),4,4,14,0,109,2,54.5,7.78,0,0,42
Sharafuddin Ashraf (AFG),2,2,6,1,37,2,18.5,6.16,0,0,18
DJM Short (AUS),18,7,14,0,112,2,56,8,0,0,42
OF Smith (WI),2,2,7,0,78,2,39,11.14,0,0,21
CB Sole (SCOT),3,3,12,0,119,2,59.5,9.91,0,0,36
PR Stirling (IRE),8,6,11,0,98,2,49,8.9,0,0,33
MJ Swepson (AUS),1,1,4,0,37,2,18.5,9.25,0,0,12
Taskin Ahmed (BDESH),2,2,6,0,68,2,34,11.33,0,0,18
SR Thompson (IRE),8,6,16,0,153,2,76.5,9.56,0,0,48
RE van der Merwe (NL),1,1,4,0,24,2,12,6,0,0,12
PA van Meekeren (NL),5,4,14,0,120,2,60,8.57,0,0,42
Waqas Maqsood (PAK),1,1,1.5,0,21,2,10.5,11.45,0,0,5.5
BM Wheeler (NZ),2,2,7.1,0,100,2,50,13.95,0,0,21.5
SC Williams (ZIM),2,2,7,0,53,2,26.5,7.57,0,0,21
Aamer Yamin (PAK),1,1,4,0,25,1,25,6.25,0,0,24
Afif Hossain (BDESH),1,1,2,0,26,1,26,13,0,0,12
MM Ali (ENG),3,3,8.2,0,119,1,119,14.28,0,0,50
Ariful Haque (BDESH),9,1,1,0,13,1,13,13,0,0,6
JP Behrendorff (AUS),3,2,5,0,58,1,58,11.6,0,0,30
RP Burl (ZIM),4,4,7,0,70,1,70,10,0,0,42
DL Chahar (INDIA),1,1,4,0,43,1,43,10.75,0,0,24
CJ Chibhabha (ZIM),3,3,6,0,59,1,59,9.83,0,0,36
TK Curran (ENG),4,4,13,0,134,1,134,10.3,0,0,78
LA Dawson (ENG),2,2,6,0,50,1,50,8.33,0,0,36
LH Ferguson (NZ),1,1,4,0,29,1,29,7.25,0,0,24
Gulbadin Naib (AFG),2,2,6,0,42,1,42,7,0,0,36
Imran Haider (UAE),1,1,2,0,16,1,16,8,0,0,12
Karan KC (NEPAL),1,1,1.4,0,17,1,17,10.2,0,0,10
NM Lyon (AUS),1,1,4,0,33,1,33,8.25,0,0,24
DJ Malan (ENG),4,1,2,0,27,1,27,13.5,0,0,12
SF Mire (ZIM),7,4,8,0,82,1,82,10.25,0,0,48
Mohammed Siraj (INDIA),1,1,4,0,50,1,50,12.5,0,0,24
MP O'Dowd (NL),4,2,2,0,16,1,16,8,0,0,12
AY Patel (NZ),2,2,6,0,45,1,45,7.5,0,0,36
R Powell (WI),12,3,5,0,54,1,54,10.8,0,0,30
SK Raina (INDIA),13,3,6,0,47,1,47,7.83,0,0,36
CAK Rajitha (SL),1,1,3,0,27,1,27,9,0,0,18
B Regmi (NEPAL),1,1,3,0,30,1,30,10,0,0,18
Shahid Afridi (ICC),1,1,4,0,34,1,34,8.5,0,0,24
MD Shanaka (SL),8,2,2.5,0,17,1,17,6,0,0,17
Sompal Kami (NEPAL),1,1,4,0,43,1,43,10.75,0,0,24
MA Starc (AUS),1,1,4,0,26,1,26,6.5,0,0,24
JE Taylor (WI),1,1,4,0,53,1,53,13.25,0,0,24
DT Tiripano (ZIM),1,1,3.5,0,27,1,27,7.04,0,0,23
T van der Gugten (NL),2,2,7,0,72,1,72,10.28,0,0,42
JD Wildermuth (AUS),2,2,3,0,32,1,32,10.66,0,0,18
YS Chahal (INDIA),11,11,41.3,0,325,23,14.13,7.83,2,1,10.8
KOK Williams (WI),10,10,35.3,2,271,18,15.05,7.63,0,0,11.8
Rashid Khan (AFG),10,10,35,1,160,17,9.41,4.57,0,1,12.3
CR Brathwaite (WI),10,10,29.3,0,212,14,15.14,7.18,0,0,12.6
Imran Tahir (SA/World),9,9,30.5,0,243,14,17.35,7.88,0,1,13.2
Shadab Khan (PAK),10,10,35.5,1,233,14,16.64,6.5,1,0,15.3
NLTC Perera (SL/World),12,11,36.4,0,329,13,25.3,8.97,0,0,16.9
JJ Bumrah (INDIA),11,11,34.4,0,240,12,20,6.92,0,0,17.3
Hasan Ali (PAK),9,9,33.3,2,257,12,21.41,7.67,0,0,16.7
Kuldeep Yadav (INDIA),8,8,29,0,222,12,18.5,7.65,0,0,14.5
SL Malinga (SL),6,6,24,0,198,12,16.5,8.25,0,0,12
S Badree (WI/World),11,11,42,0,266,11,24.18,6.33,0,0,22.9
TA Boult (NZ),6,6,21,0,180,11,16.36,8.57,1,0,11.4
J Mulder (IRE),7,7,25,0,167,11,15.18,6.68,1,0,13.6
IS Sodhi (NZ),6,6,22,0,161,11,14.63,7.31,0,0,12
CJ Jordan (ENG),7,7,28,0,251,10,25.1,8.96,0,0,16.8
KMDN Kulasekara (SL),8,8,29,0,250,10,25,8.62,1,0,17.4
SP Narine (WI),9,9,33,0,196,10,19.6,5.93,0,0,19.8
AL Phehlukwayo (SA),9,9,27.3,0,231,10,23.1,8.4,0,0,16.5
Amir Hamza (AFG),9,9,32,0,192,9,21.33,6,0,0,21.3
Amjad Javed (UAE),5,5,18,1,101,9,11.22,5.61,0,0,12
Karim Janat (AFG),8,8,25,0,205,9,22.77,8.2,0,0,16.6
Mohammad Nabi (AFG),10,10,32.4,0,269,9,29.88,8.23,1,0,21.7
JRMVB Sanjaya (SL),8,8,28.5,1,250,9,27.77,8.67,0,0,19.2
Mohammad Naveed (UAE),5,5,18,0,133,8,16.62,7.38,0,0,13.5
KJ O'Brien (IRE),7,7,21,0,209,8,26.12,9.95,1,0,15.7
HH Pandya (INDIA),11,10,24.2,0,188,8,23.5,7.72,0,0,18.2
LE Plunkett (ENG),5,5,18,0,139,8,17.37,7.72,0,0,13.5
Rubel Hossain (BDESH),5,5,20,0,196,8,24.5,9.8,0,0,15
Shakib Al Hasan (BDESH),7,7,26,0,187,8,23.37,7.19,0,0,19.5
JE Taylor (WI),6,6,21,0,196,8,24.5,9.33,0,0,15.7
Bilal Khan (OMAN),4,4,13.5,0,117,7,16.71,8.45,0,0,11.8
JH Davey (SCOT),3,3,12,0,129,7,18.42,10.75,1,0,10.2
D Paterson (SA),5,5,17.5,0,144,7,20.57,8.07,1,0,15.2
A Zampa (AUS),4,4,13,0,76,7,10.85,5.84,0,0,11.1
TK Curran (ENG),3,3,12,0,101,6,16.83,8.41,0,0,12
CD de Lange (SCOT),4,4,16,0,99,6,16.5,6.18,0,0,16
Faheem Ashraf (PAK),4,4,10,0,48,6,8,4.8,0,0,10
Fareed Ahmad (AFG),4,4,14,0,108,6,18,7.71,0,0,14
Imad Wasim (PAK),10,10,38,0,247,6,41.16,6.5,0,0,38
L Ngidi (SA),3,3,8,0,44,6,7.33,5.5,1,0,8
S Prasanna (SL),12,10,30,0,211,6,35.16,7.03,0,0,30
PADLR Sandakan (SL),3,3,12,0,76,6,12.66,6.33,1,0,12
SM Sharif (SCOT),4,4,14.2,0,125,6,20.83,8.72,0,0,14.3
I Udana (SL),6,6,20.3,0,165,6,27.5,8.04,0,0,20.5
N Vanua (PNG),3,3,11,0,95,6,15.83,8.63,0,0,11
Ehsan Khan (HKG),3,3,9.3,0,63,5,12.6,6.63,0,0,11.4
JP Faulkner (AUS),3,3,11,0,79,5,15.8,7.18,0,0,13.2
DAS Gunaratne (SL),11,9,22,0,182,5,36.4,8.27,0,0,26.4
B Kumar (INDIA),7,7,23.4,0,170,5,34,7.18,0,0,28.4
Mustafizur Rahman (BDESH),4,4,14,0,96,5,19.2,6.85,1,0,16.8
MJ Santner (NZ),8,8,29,0,209,5,41.8,7.2,0,0,34.8
Shapoor Zadran (AFG),5,5,16.5,0,180,5,36,10.69,0,0,20.2
TG Southee (NZ),4,4,14,0,140,5,28,10,0,0,16.8
BM Wheeler (NZ),4,4,14.1,0,116,5,23.2,8.18,0,0,17
Ahmed Raza (UAE),5,5,19,0,121,4,30.25,6.36,0,0,28.5
JP Behrendorff (AUS),2,2,5,0,26,4,6.5,5.2,1,0,7.5
Dawlat Zadran (AFG),4,4,14,0,147,4,36.75,10.5,1,0,21
GH Dockrell (IRE),7,7,26,0,197,4,49.25,7.57,0,0,39
Imran Haider (UAE),4,4,14,0,95,4,23.75,6.78,0,0,21
Khawar Ali (OMAN),4,4,12.3,0,86,4,21.5,6.88,0,0,18.7
Mashrafe Mortaza (BDESH),5,5,18.2,0,164,4,41,8.94,0,0,27.5
BJ McCarthy (IRE),2,2,8,0,102,4,25.5,12.75,1,0,12
Mohammad Amir (PAK),1,1,4,0,13,4,3.25,3.25,1,0,6
CH Morris (SA),3,3,11,1,52,4,13,4.72,0,0,16.5
AM Phangiso (SA),4,4,13,0,109,4,27.25,8.38,0,0,19.5
WB Rankin (IRE),4,4,11,0,73,4,18.25,6.63,0,0,16.5
AU Rashid (ENG),4,3,9,0,72,4,18,8,0,0,13.5
Rohan Mustafa (UAE),5,4,8.2,0,55,4,13.75,6.6,0,0,12.5
Rumman Raees (PAK),4,4,14.5,2,118,4,29.5,7.95,0,0,22.2
MD Shanaka (SL),7,5,11.2,0,82,4,20.5,7.23,0,0,17
AJ Tye (AUS),4,4,12,0,109,4,27.25,9.08,0,0,18
JD Unadkat (INDIA),3,3,9,0,44,4,11,4.88,0,0,13.5
PA van Meekeren (NL),3,3,12,0,90,4,22.5,7.5,0,0,18
Wahab Riaz (PAK),4,4,14,0,108,4,27,7.71,0,0,21
MRJ Watt (SCOT),4,4,16,0,108,4,27,6.75,0,0,24
MM Ali (ENG),3,3,12,0,71,3,23.66,5.91,0,0,24
Anshuman Rath (HKG),3,2,3,0,19,3,6.33,6.33,0,0,6
PVD Chameera (SL),3,3,11,0,105,3,35,9.54,0,0,22
C de Grandhomme (NZ),7,6,14,0,126,3,42,9,0,0,28
LH Ferguson (NZ),1,1,4,0,32,3,10.66,8,0,0,8
N Pradeep (SL),4,4,14,0,160,3,53.33,11.42,0,0,28
R Frylinck (SA),2,2,6,0,42,3,14,7,0,0,12
BE Hendricks (SA),2,2,6.3,0,70,3,23.33,10.76,0,0,13
Kaleemullah (OMAN),4,4,14,1,91,3,30.33,6.5,0,0,28
TS Mills (ENG),3,3,12,0,94,3,31.33,7.83,0,0,24
Mohammad Hafeez (PAK),4,4,8,1,50,3,16.66,6.25,0,0,16
Mohammad Nadeem (OMAN),4,4,10,0,74,3,24.66,7.4,0,0,20
Mohammad Saifuddin (BDESH),4,4,12,0,120,3,40,10,0,0,24
Nadeem Ahmed (HKG),3,3,12,0,91,3,30.33,7.58,0,0,24
A Nehra (INDIA),4,4,14,1,112,3,37.33,8,0,0,28
WD Parnell (SA),5,5,14,0,147,3,49,10.5,0,0,28
SHA Rance (NZ),1,1,4,0,30,3,10,7.5,0,0,8
JB Reva (PNG),3,3,8.1,0,69,3,23,8.44,0,0,16.3
MJG Rippon (NL),3,3,12,0,68,3,22.66,5.66,0,0,24
MN Samuels (WI),9,3,7,0,54,3,18,7.71,0,0,14
Sohail Khan (PAK),2,2,8,0,72,3,24,9,0,0,16
AJ Turner (AUS),3,3,6,0,42,3,14,7,0,0,12
Usman Shinwari (PAK),4,4,11,0,74,3,24.66,6.72,0,0,22
RE van der Merwe (NL),3,3,12,0,80,3,26.66,6.66,0,0,24
KS Williamson (NZ),7,2,6,0,25,3,8.33,4.16,0,0,12
Zahoor Khan (UAE),3,3,10,0,70,3,23.33,7,0,0,20
Aizaz Khan (HKG),3,3,9.2,0,60,2,30,6.42,0,0,28
DAJ Bracewell (NZ),1,1,2,0,10,2,5,5,0,0,6
NM Coulter-Nile (AUS),2,2,6,0,43,2,21.5,7.16,0,0,18
PJ Cummins (AUS),3,3,10,0,77,2,38.5,7.7,0,0,30
BCJ Cutting (World),3,3,10,0,116,2,58,11.6,0,0,30
JP Duminy (SA),3,2,5,0,38,2,19,7.6,0,0,15
Ehsan Nawaz (HKG),3,3,5.4,0,56,2,28,9.88,0,0,17
WT Gavera (PNG),3,3,8,0,63,2,31.5,7.87,0,0,24
JO Holder (WI),4,4,14.1,0,109,2,54.5,7.69,0,0,42.5
AR McBrine (IRE),7,3,4,0,31,2,15.5,7.75,0,0,12
Mehidy Hasan Miraz (BDESH),3,3,10,0,92,2,46,9.2,0,0,30
A Mishra (INDIA),2,2,8,0,48,2,24,6,0,0,24
Mohammed Siraj (INDIA),2,2,8,0,98,2,49,12.25,0,0,24
M Morkel (SA/World),5,5,20,0,169,2,84.5,8.45,0,0,60
Mosaddek Hossain (BDESH),5,4,8.4,0,65,2,32.5,7.5,0,0,26
AR Nurse (WI),2,2,7,0,55,2,27.5,7.85,0,0,21
AR Patel (INDIA),3,3,11,0,88,2,44,8,0,0,33
SS Pathirana (SL),3,3,9,0,51,2,25.5,5.66,0,0,27
JA Richardson (AUS),2,2,6,0,62,2,31,10.33,0,0,18
Sohail Tanvir (PAK),3,3,11,0,90,2,45,8.18,0,0,33
BA Stokes (ENG),3,3,11,0,90,2,45,8.18,0,0,33
SR Thompson (IRE),3,3,10,0,97,2,48.5,9.7,0,0,30
T van der Gugten (NL),3,3,10,0,83,2,41.5,8.3,0,0,30
BTJ Wheal (SCOT),3,3,12,0,110,2,55,9.16,0,0,36
DJ Willey (ENG),4,4,14,0,123,2,61.5,8.78,0,0,42
MA Wood (ENG),1,1,4,0,36,2,18,9,0,0,12
CA Young (IRE),4,4,10,0,98,2,49,9.8,0,0,30
Zeeshan Maqsood (OMAN),4,4,16,0,67,2,33.5,4.18,0,0,48
Ahsan Malik (NL),3,3,9,0,93,1,93,10.33,0,0,54
MS Crane (ENG),2,2,8,0,62,1,62,7.75,0,0,48
LA Dawson (ENG),3,3,10,0,75,1,75,7.5,0,0,60
DM de Silva (SL),3,1,1,0,3,1,3,3,0,0,6
Gulbadin Naib (AFG),7,2,3,0,20,1,20,6.66,0,0,18
TM Head (AUS),5,1,2,0,16,1,16,8,0,0,12
MJ Henry (NZ),1,1,4,0,44,1,44,11,0,0,24
RAS Lakmal (SL),1,1,1,0,18,1,18,18,0,0,6
MA Leask (SCOT),1,1,4,0,21,1,21,5.25,0,0,24
Mahmudullah (BDESH),7,5,10,0,86,1,86,8.6,0,0,60
AD Mathews (SL),5,5,12.2,0,108,1,108,8.75,0,0,74
Mohammad Nawaz (3) (PAK),2,2,4,0,32,1,32,8,0,0,24
Mohammad Shahzad (UAE),2,1,3.5,0,41,1,41,10.69,0,0,23
EMDY Munaweera (SL),9,5,10,0,92,1,92,9.2,0,0,60
C Munro (NZ),8,3,5,0,48,1,48,9.6,0,0,30
MP O'Dowd (NL),3,2,4,0,29,1,29,7.25,0,0,24
Parvez Rasool (INDIA),1,1,4,0,32,1,32,8,0,0,24
R Powell (WI),8,1,3,0,20,1,20,6.66,0,0,18
D Pretorius (SA),2,2,5,0,47,1,47,9.4,0,0,30
Samiullah Shinwari (AFG),9,2,2,0,17,1,17,8.5,0,0,12
JT Smuts (SA),6,4,8.4,0,72,1,72,8.3,0,0,52
CA Soper (PNG),2,2,5,0,27,1,27,5.4,0,0,30
MP Stoinis (AUS),1,1,4,0,20,1,20,5,0,0,24
Sultan Ahmed (UAE),2,2,6,1,38,1,38,6.33,0,0,36
Taskin Ahmed (BDESH),4,4,11.5,0,132,1,132,11.15,0,0,71
